company,details,slide_type,description,use_case,industry,tags,image_link,image_id
McKinsey ,Chilean Hydrogen Pathway,Mixed Chart,Timeline showing the phases of Germany's hydrogen strategy from 2020-2050 with key targets for electrolysis capacity and infrastructure development.,Strategic Planning,Energy & Utilities,"['Icon', 'Column Chart', 'Table', 'Process Flow', 'Timeline']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/670313fc8b0ec880170a1871_R1tpQL2Ul2QJEUBR51mtFvtp7ulnONaQ4NuD9Cu7Tuc.avif,slide-4074.jpg
IPSOS ,CCPC INVESTMENTS RESEARCH,Mixed Chart,"The slide contains a bar chart showing various methods of making investments, such as in person, online through a bank, and online trading platforms.",Strategic Planning,Financial Services,"['Bar chart', 'Takeaway Box']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/680b56767d0f0a6d2c27e029_VGy_ZGLpDufzm0wzR83aTm8XPLXtbDGmWsqRoQZP-cM.avif,slide-4075.jpg
IPSOS ,CCPC INVESTMENTS RESEARCH,Mixed Chart,"The slide has a bar chart of reasons for investing, such as better long-term returns and low-interest rates, with a text box summarizing insights by age group.",Market Analysis and Trends,Financial Services,"['Bar chart', 'Takeaway Box']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/680b5679f31f2ff557c81abc_0Xws5-8siBWGkboLTXR5FyIBo1CiBNBk9rHRPgQmlYA.avif,slide-4076.jpg
McKinsey ,Chilean Hydrogen Pathway,Pillar,"Slide contains three column charts analyzing generation cost, electrolyzer utilization, and transmission for optimizing green hydrogen production in Chile.",Market Analysis and Trends,Energy & Utilities,['Icon'],https://cdn.prod.website-files.com/654e70fb59937215cac87b19/67031412f015f3f5bc743d8f_FShjbZQBhdJbbLpwSDEVNyeKQXSFfQPZdbvxQlaUn6E.avif,slide-4077.jpg
McKinsey ,Chilean Hydrogen Pathway,Mixed Chart,Features a line graph showing the projected levelized cost of energy for green hydrogen across three macro-zones in Chile until 2025.,Market Analysis and Trends,Energy & Utilities,"['Table', 'Line Chart']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/6703141d779796161839cb0f_U21UTdxiMxrHHNSUa7k-paqFaFXVeQD7rKZBELw8GHo.avif,slide-4078.jpg
McKinsey ,Chilean Hydrogen Pathway,Multiple Chart,"Bar chart comparing 2030 green hydrogen production costs across six regions, emphasizing Chile's low costs relative to other global regions.",Market Analysis and Trends,Energy & Utilities,"['Column Chart', 'Line Chart']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/6703142468e0e47faa8ef853_TogPYt5SjoUuFEoLgQ2YaegrCbjbqaujIzG2Jyc5Xw0.avif,slide-4079.jpg
McKinsey ,Chilean Hydrogen Pathway,Mixed Chart,"Bar chart detailing the forecasted reduction in green hydrogen production costs by 2035, broken down by factors like power generation and electrolyzer efficiency.",Investment Analysis,Energy & Utilities,"['Table', 'Bar chart']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/6703142c1082f2cd03052786_2kmORqboI8pJrOdERQ_WJfC7Ovpn7u7rAZSz0dZa3PI.avif,slide-4080.jpg
IPSOS ,CCPC INVESTMENTS RESEARCH,Mixed Chart,"The slide features a bar chart showing respondents' understanding of investment risks, fees, taxes, and performance monitoring, segmented by those who agree or disagree.",Customer and Market Segmentation,Financial Services,"['Bar chart', 'Takeaway Box']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/680b567b45c7d5713005e464_ZZT3HLZPYW1cehJOIhl1-0E6616wJmRN_hjpz1xJ0AA.avif,slide-4081.jpg
McKinsey ,Chilean Hydrogen Pathway,Mixed Chart,"Contains a prioritization matrix with bubbles representing market potential, plotted against uncertainty and cost evolution from 2025 to 2035.",Strategic Planning,Energy & Utilities,"['Bullet points', 'Pie Chart']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/6703143c96d45b58f7823803_eam8zTOWdLIsKmXqQcwh1jNnZufPlk51HnfLCs-wOhU.avif,slide-4082.jpg
McKinsey ,Chilean Hydrogen Pathway,Single Chart,Features a column chart showing market size projections from 2025 to 2050 for domestic and international markets.,Market Analysis and Trends,Energy & Utilities,['Column Chart'],https://cdn.prod.website-files.com/654e70fb59937215cac87b19/670314436fdf2e5ab5877e8a_fY3WJ447mB3lAvb1pl0SXYjMR-GBv7ErJid8Y5YlIK8.avif,slide-4083.jpg
McKinsey ,Chilean Hydrogen Pathway,Multiple Chart,"Visualizes application timelines using horizontal bars across a timeline from 2020 to 2040, detailing stages like pilot starts and full ramp-ups.",Operational Efficiency,Energy & Utilities,"['Table', 'Bar chart', 'List', 'Other Chart']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/6703144b77979616183a0758_N-EciQPpzQnFVObrsi5FOa_yGzN5oct9H_hUb3l7-WY.avif,slide-4084.jpg
McKinsey ,Chilean Hydrogen Pathway,Multiple Chart,Combines column charts and line graphs depicting hydrogen uptake volumes and percentages across various applications up to 2050.,Performance Metrics and KPIs,Energy & Utilities,"['Column Chart', 'Line Chart']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/67031453f8432d7c63e9fc26_G-4lczz6imgWYaJw33Dpk7kAzFLb_Fb4g0LzlDT6vvg.avif,slide-4085.jpg
McKinsey ,Chilean Hydrogen Pathway,Table,"Lists key factors (financing, regulation, infrastructure, etc.) affecting hydrogen projects, using icons and brief descriptions.",Regulatory and Compliance,Energy & Utilities,"['Icon', 'Table', 'List']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/6703145ba6df6cb05c958113_OhV0S8rGAhY8jzJdRgRTCJNKK4piyvc3d9gzBOCO9m4.avif,slide-4086.jpg
McKinsey ,Chilean Hydrogen Pathway,Single Chart,"Utilizes column charts to compare potential ammonia markets by 2030, highlighting key importers and consumption levels.",Investment Analysis,Energy & Utilities,"['Bullet points', 'Icon', 'Column Chart']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/6703146384de13e1a644d018_nTJ3NKWRNj-FEpWgVhAX61a3Zkz4RpupDqRf5tsGd_s.avif,slide-4087.jpg
McKinsey ,Chilean Hydrogen Pathway,Multiple Chart,"Presents potential hydrogen demand across countries using column charts, with scenarios up to 2050.",Strategic Planning,Energy & Utilities,"['Bullet points', 'Icon', 'Column Chart']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/6703146bf4645e7875fbb225_xUMJmQME2xVc7v1IAHofr43cGnhIiU2kDCtxVXiJj34.avif,slide-4088.jpg
McKinsey ,Chilean Hydrogen Pathway,Multiple Chart,Displays column charts breaking down export potentials and timelines for ammonia and hydrogen from Chile to various regions.,Market Analysis and Trends,Energy & Utilities,['Column Chart'],https://cdn.prod.website-files.com/654e70fb59937215cac87b19/670314731f8917f566ba50e7_XyfIkC_sH1_NFR0W-XcDZobiC-x7H7Lwy_DAbwIqsd4.avif,slide-4089.jpg
McKinsey ,Chilean Hydrogen Pathway,Mixed Chart,"Discusses factors impacting Chile’s competitiveness in hydrogen exports, illustrated with a comparative column chart.",Competitive Landscape,Energy & Utilities,"['Column Chart', 'List']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/6703147c76872b7795857c69_JphXkRDrLOb30YYD7d5d-drqBwAZ0F87LLkm1WDCLys.avif,slide-4090.jpg
McKinsey ,Chilean Hydrogen Pathway,Graphic,"This slide features two column layout with labels ""Top 5"" and ""Top 3"" and text blocks explaining targets for 2025 and 2030 in terms of GW. A map of Chile highlights northern and southern hydrogen valleys.",Industry Overview,Energy & Utilities,['Map'],https://cdn.prod.website-files.com/654e70fb59937215cac87b19/67031483fcb78b81ffeb03c3_EniVY97Q-Y6AP2n4uIx4F6us4y9sQ3rCCLg_e9NP8S4.avif,slide-4091.jpg
McKinsey ,Chilean Hydrogen Pathway,Linear Flow,Contains bullet points detailing the sequential waves from 2025 through 2035+ for hydrogen production and export strategies. Includes text descriptions for domestic applications and exports.,Strategic Planning,Energy & Utilities,"['Bullet points', 'Process Flow', 'Timeline']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/6703148b96afc733b8f16fd3_7CdHTl7ugGtNtIkLq59Wbq_cKXcSy0CtqQlQpZbK_I4.avif,slide-4092.jpg
McKinsey ,Chilean Hydrogen Pathway,Single Chart,"This slide utilizes a timeline layout detailing milestones from today through 2040 in the context of hydrogen production, applications, exports, and job creation, overlaid with icons.",Operational Efficiency,Energy & Utilities,"['Icon', 'Table', 'Other Chart']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/670314927c33ca5b3bfe3348_lGSdZpQzyAm6rLADuUxstQv_PvrnZ1GbKFWzR6fSRuI.avif,slide-4093.jpg
McKinsey ,Chilean Hydrogen Pathway,Framework,"Features a circular diagram with six segments representing different stakeholder groups involved in Chile's hydrogen market, paired with key considerations for engaging these stakeholders.",Strategic Planning,Energy & Utilities,"['List', 'Framework']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/6703149a9728cc60e92f11ef_HlqHAKHCBEBc73dgB5vIjYQgX5YVoBcpDjbMZAUNiwo.avif,slide-4094.jpg
IPSOS ,CCPC INVESTMENTS RESEARCH,Mixed Chart,"A pie chart displaying percentages of respondents who agree, disagree, or don't know if there's sufficient independent investment information available. The chart is accompanied by a text box with additional demographic breakdown information.",Market Analysis and Trends,Financial Services,"['Pie Chart', 'Takeaway Box']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/680b567ef31f2ff557c82101_p4e_agwAvVhPcV7Ecj88ME6zL6gtD6gmvsEYacKU6Dc.avif,slide-4095.jpg
McKinsey ,Chilean Hydrogen Pathway,Table,"Lists eight domains where the state supports hydrogen industry development, each represented with an icon and a brief description, including strategy, infrastructure, and R&D.",Regulatory and Compliance,Government & Public Sector,"['Icon', 'Table', 'List']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/670314a9e2d0d76b5d1656d4_7LOa2OZYk3u36SidftC5zrTcXdV4DxbjWOk6NpY6b4Q.avif,slide-4096.jpg
McKinsey ,Covid 19: Briefing Materials,Graphic,"This slide presents a world map colored to indicate COVID-19 case numbers and deaths as of July 2020, with detailed statistics for each region.",Market Analysis and Trends,Healthcare & Pharmaceuticals,['Heatmap'],https://cdn.prod.website-files.com/654e70fb59937215cac87b19/670314b2721bdf57b6709d2d_et2GftpN6AXTxoA63msPRnUaR73f1DcerjtPwo_S7Qo.avif,slide-4097.jpg
McKinsey ,Covid 19: Briefing Materials,Mixed Chart,"Slide includes multiple column charts comparing COVID-19 death rates and case growth across top countries, emphasizing European and North American data.",Risk Assessment and Management,Healthcare & Pharmaceuticals,"['Column Chart', 'Paragraph']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/670314b976872b779585bf14_FOWIEyI_eo2UKC2HUgPc6JmJSgu01MFoASlKjImIMi8.avif,slide-4098.jpg
McKinsey ,Covid 19: Briefing Materials,Single Chart,"Features a stacked area chart showing the proportion of new COVID-19 cases by region over time, highlighting shifts from January to July 2020.",Market Analysis and Trends,Healthcare & Pharmaceuticals,['Line Chart'],https://cdn.prod.website-files.com/654e70fb59937215cac87b19/670314c11082f2cd0305e1b9_EHJWnRhaqu4VuByl0om91WwLLmhg2iF-AXEY_cwV6sc.avif,slide-4099.jpg
McKinsey ,Covid 19: Briefing Materials,Single Chart,"Utilizes a stacked area chart to depict the distribution of new COVID-19 cases across US regions from April to July 2020, colored by region.",Market Analysis and Trends,Healthcare & Pharmaceuticals,['Line Chart'],https://cdn.prod.website-files.com/654e70fb59937215cac87b19/670314c890f12fafb100c549_h-_1S6lIihFkyYnjvrvmnKfajFvmxv0U7nmp0zcpmxU.avif,slide-4100.jpg
McKinsey ,Covid 19: Briefing Materials,Table,"Slide features a comparative visual of two maps of the US, one for each date, showing COVID-19 prevalence by state with a color gradient scale. Simple, clean design with minimal text and a focus on visual data representation.",Market Analysis and Trends,Healthcare & Pharmaceuticals,['Heatmap'],https://cdn.prod.website-files.com/654e70fb59937215cac87b19/670314d72b6677a9744bc0a4_J2860llzes0clycB2AdnNXKGCAOS10JvzH7rJhtWvFE.avif,slide-4101.jpg
McKinsey ,Covid 19: Briefing Materials,Mixed Chart,"Includes three column charts comparing percentages of population, cases, and deaths by race, with additional textual explanation on the side regarding factors affecting these disparities.",Market Analysis and Trends,Healthcare & Pharmaceuticals,"['Paragraph', 'Column Chart']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/670314df90f12fafb100d8b9_t1DSmmkP4vFwZw6uI5fomTObvHlBjSM9LqqTxAC2AMI.avif,slide-4102.jpg
McKinsey ,Covid 19: Briefing Materials,Single Chart,"Slide displays a line graph showing an epidemic curve with stages marked by circles, and a dotted line representing potential future scenarios, set against a dark background.",Strategic Planning,Healthcare & Pharmaceuticals,['Line Chart'],https://cdn.prod.website-files.com/654e70fb59937215cac87b19/670314e76fdf2e5ab5884381_Ayue4auT90Tg6ypF34QdvA3HqjZGcl_7Gb9rvVNon-Y.avif,slide-4103.jpg
McKinsey ,Covid 19: Briefing Materials,Mixed Chart,Features a complex multi-line graph illustrating different response strategies and epidemic trajectories by country with color-coded lines and icons representing national flags.,Strategic Planning,Healthcare & Pharmaceuticals,"['Line Chart', 'Icon', 'List']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/670314ee81a43c5dd3930915_YVrE1OXU29kSu8R3Hmux-KcmosaNEzkK_zZYW20FFYU.avif,slide-4104.jpg
McKinsey ,Covid 19: Briefing Materials,Mixed Chart,"Slide contains multiple line graphs depicting infection fatality rates and immunity duration scenarios, color-coded for severity impact, with detailed explanatory text and references.",Strategic Planning,Healthcare & Pharmaceuticals,"['Heatmap', 'Paragraph']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/670314f5a45f2a26232f1759_T_Dj9Mid5GezugEBHLCUPuEOdFu8KoEvcCgLYMOMut8.avif,slide-4105.jpg
McKinsey ,Covid 19: Briefing Materials,Multiple Chart,"Includes several line graphs showing predicted infection paths under different immunity and infection rate scenarios, annotated for clarity and comparison.",Strategic Planning,Healthcare & Pharmaceuticals,"['Paragraph', 'Line Chart', 'List', 'Table']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/670314fdc2d4364a1e83b28a_FUp61io20ju6UOadZcJ2bKKEWXjKFbBfll0Qwu_GU9Q.avif,slide-4106.jpg
McKinsey ,Covid 19: Briefing Materials,Mixed Chart,"Depicts a timeline with icons representing various vaccine candidates across different trial phases, complemented by a side panel discussing strategic considerations.",Investment Analysis,Healthcare & Pharmaceuticals,"['Table', 'Scatter Plot']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/670315045ba9e3b20c7dee03_FTim_WeM273AulvHxMUHyeuCoG-fRkB23JeWxdS9Zi0.avif,slide-4107.jpg
McKinsey ,Covid 19: Briefing Materials,Multiple Chart,"Contains multiple bar graphs and a small text section comparing the effects of different treatments on COVID-19 patient outcomes, highlighting dexamethasone and remdesivir.",Product and Service Analysis,Healthcare & Pharmaceuticals,"['Column Chart', 'List', 'Bar chart']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/6703150c7bd19589316fa22c_WoTtOnYFte6JbR0Ipelh2NJFP6jzeUp7Iv9iwJsubFQ.avif,slide-4108.jpg
McKinsey ,Covid 19: Briefing Materials,Multiple Chart,"Features multiple small graphs showing different predicted scenarios for virus control globally, based on executive surveys over time.",Market Analysis and Trends,Healthcare & Pharmaceuticals,"['Line Chart', 'Table']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/670315138554d76f7b0c9128_Bw1dhzNvyJaUepaejJGYjXb60hPeGys1yexzQXWvOL4.avif,slide-4109.jpg
McKinsey ,Covid 19: Briefing Materials,Multiple Chart,"Slide shows bar graphs comparing economic conditions globally, with a focus on how perceptions have shifted over the last six months.",Market Analysis and Trends,Financial Services,['Column Chart'],https://cdn.prod.website-files.com/654e70fb59937215cac87b19/6703153ea6df6cb05c967b1a_aAJ4JN0vksLpg7-8J-NsFWYhcpSJ2jpQz4gN7QEa3fg.avif,slide-4110.jpg
McKinsey ,Covid 19: Briefing Materials,Multiple Chart,"The slide features a central title, a portrait of a woman to the left, and two sets of column charts on the right displaying percentages.",Market Analysis and Trends,Professional Services,"['Column Chart', 'Takeaway Box', 'Picture']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/670315462b6677a9744c2c87_wIQ2C8CAWZygspVtIIf0lrilNGwx1RpNsU2B1WE3JaU.avif,slide-4111.jpg
McKinsey ,Covid 19: Briefing Materials,Pillar,"The slide includes icons on top of headers, describing major business and economic changes due to external factors.",Strategic Planning,Professional Services,"['Paragraph', 'Icon']",https://cdn.prod.website-files.com/654e70fb59937215cac87b19/6703154e7c33ca5b3bfeedf1_Fr9tsrpkqrilD2tYCsmR5YZZcTITb6RkxyVpcKWGq1A.avif,slide-4112.jpg
